,Rbm25,Rnf125,Ptp4a2,Rab8a,Nudc,Ftl1,F8,BC048546,Ttc39c,Mapk1,Pdia6,Echdc1,Slc6a6,Gstm3,Gnb1,Pdha1,Srpr,Ddx3y,Ssr4,Gm26567,H2-Ab1,Cops4,Prdx5,Ulk2,Rxra,Eif2s2,Uhmk1,Ankrd17,9530068E07Rik,Gnai2,Cep85,Clcn3,Cyp1a2,Phyh,Gsta4,Hint2,Hjurp,Abca8b,Rps6,Pdia3,Csad,Bgn,Dock7,Klc4,Cyp2c38,2900026A02Rik,Tmbim1,Fau,Fermt2,Dcn,H2-Eb1,Mfn1,Ugt2b1,Ubl3,Ik,Mup17,Cul4a
546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8022528,0.0,0.0,0.0,0.0,1.8022528,0.0,0.0,1.8022528,0.0,0.0,0.0,0.0,0.0,0.0,1.8022528,0.0,0.0,0.0,0.0,0.0,0.0,1.8022528,2.409337,0.0,0.0,0.0,1.8022528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8022528,0.0,2.6143422,0.0,0.0,2.784386,0.0
547,0.0,0.0,0.0,0.0,0.0,1.148896,0.0,0.0,0.0,0.0,1.148896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6694818,0.0,0.0,0.0,1.6694818,0.0,1.148896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9034889,0.0,0.0,0.0,0.0,1.148896,1.148896,0.0,0.0,1.148896,0.0,0.0,1.148896,0.0,1.148896,0.0,1.148896,0.0,0.0,1.6694818,0.0,0.0,1.6694818,1.6694818
548,0.0,0.0,0.0,0.0,1.0833808,1.0833808,1.0833808,0.0,0.0,0.0,0.0,0.0,1.0833808,0.0,0.0,1.0833808,1.0833808,1.0833808,0.0,1.0833808,0.0,0.0,1.926284,1.0833808,0.0,1.0833808,0.0,0.0,1.0833808,0.0,0.0,0.0,0.0,2.377067,0.0,1.0833808,0.0,0.0,1.0833808,1.5911322,0.0,0.0,1.0833808,0.0,0.0,0.0,0.0,0.0,0.0,1.5911322,0.0,0.0,2.176864,0.0,0.0,2.6866608,0.0
549,0.0,0.0,2.099861,0.0,1.2203416,0.0,0.0,0.0,0.0,0.0,1.7538308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2203416,0.0,0.0,0.0,0.0,1.2203416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7538308,2.7298162,1.2203416,0.0,0.0,0.0,1.2203416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2203416,0.0,0.0,0.0,0.0,0.0,2.8746045,0.0
550,0.0,0.0,1.5803256,0.0,0.0,1.9146856,0.0,1.0744113,0.0,0.0,0.0,1.0744113,0.0,0.0,0.0,0.0,0.0,1.0744113,1.0744113,1.0744113,0.0,1.0744113,1.5803256,0.0,0.0,0.0,0.0,1.0744113,0.0,0.0,1.0744113,1.9146856,1.0744113,2.3647466,0.0,0.0,0.0,1.5803256,1.0744113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5803256,0.0,1.0744113,0.0,2.1648247,1.0744113,1.0744113,2.6740024,0.0
551,0.0,0.0,1.27239,0.0,0.0,1.8146205,1.27239,1.27239,1.8146205,0.0,0.0,0.0,1.27239,0.0,0.0,0.0,2.798271,0.0,1.27239,1.27239,1.27239,0.0,2.798271,0.0,0.0,1.27239,0.0,0.0,0.0,0.0,0.0,0.0,2.628059,2.628059,0.0,0.0,0.0,1.27239,0.0,0.0,1.27239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.422809,0.0,0.0,0.0,0.0,1.27239,2.422809,0.0
552,0.0,0.0,1.2031102,0.0,0.0,1.7335861,0.0,0.0,1.7335861,0.0,1.2031102,0.0,0.0,1.2031102,0.0,1.2031102,1.2031102,0.0,0.0,1.7335861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2031102,0.0,1.2031102,0.0,1.2031102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2031102,1.2031102,0.0,0.0,0.0,0.0,0.0,0.0,2.0783632,0.0,0.0,3.089866,0.0
553,0.0,1.0666013,1.0666013,1.0666013,1.0666013,1.5708998,0.0,0.0,2.1543114,1.5708998,0.0,1.0666013,1.0666013,0.0,0.0,1.0666013,1.0666013,1.0666013,0.0,0.0,1.0666013,0.0,0.0,0.0,1.0666013,0.0,0.0,1.0666013,0.0,1.0666013,0.0,0.0,2.1543114,2.1543114,1.0666013,0.0,0.0,0.0,1.0666013,0.0,1.0666013,0.0,0.0,1.0666013,0.0,0.0,0.0,1.0666013,0.0,0.0,0.0,0.0,1.0666013,0.0,0.0,2.353985,0.0
554,0.0,0.0,0.0,1.8749185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8749185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8749185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3244572,2.227908,0.0,0.0,0.0,0.0,0.0,2.8656726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3244572,0.0,0.0,2.8656726,1.8749185
555,0.0,0.0,0.0,0.0,0.0,1.1988869,0.0,1.1988869,0.0,0.0,2.07308,0.0,1.1988869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1988869,0.0,0.0,1.728615,1.1988869,0.0,0.0,0.0,0.0,0.0,1.1988869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1988869,0.0,1.728615,2.07308,1.1988869,0.0,2.5322766,0.0
556,0.0,0.0,0.0,0.0,0.0,1.8417958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2958027,0.0,0.0,0.0,0.0,0.0,0.0,1.2958027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8417958,2.1929693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2958027,0.0,0.0,0.0,0.0,0.0,0.0,2.6581342,0.0
557,0.0,0.0,0.0,0.0,0.0,2.2742162,0.0,0.0,1.1569046,0.0,0.0,0.0,2.0202518,0.0,0.0,0.0,0.0,0.0,1.6789917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1569046,0.0,0.0,0.0,1.6789917,2.0202518,1.1569046,0.0,0.0,0.0,0.0,1.1569046,0.0,0.0,0.0,1.1569046,0.0,0.0,0.0,0.0,0.0,1.6789917,0.0,0.0,1.6789917,0.0,0.0,2.2742162,1.1569046
558,0.0,0.0,1.0879276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879276,1.0879276,1.0879276,0.0,0.0,0.0,0.0,0.0,1.0879276,1.9321516,1.0879276,1.0879276,0.0,0.0,0.0,1.5966026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879276,0.0,1.0879276,0.0,0.0,2.182953,0.0,0.0,1.5966026,0.0
559,0.0,0.0,1.161106,1.161106,0.0,1.161106,0.0,0.0,1.161106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.161106,1.161106,0.0,1.161106,1.161106,0.0,1.161106,0.0,0.0,0.0,0.0,0.0,1.161106,0.0,2.6504762,2.6504762,0.0,0.0,0.0,0.0,1.161106,2.0255647,0.0,0.0,0.0,1.161106,0.0,1.683975,1.161106,0.0,0.0,2.0255647,0.0,0.0,2.2797108,0.0,0.0,2.2797108,0.0
560,0.0,0.0,0.0,0.0,0.0,1.3767705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2911456,0.0,2.5532148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9350183,1.9350183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2911456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3767705,0.0,0.0,2.9323938,0.0
561,0.0,0.0,0.0,0.0,0.0,0.0,1.2938784,0.0,0.0,0.0,0.0,0.0,1.2938784,0.0,0.0,0.0,1.2938784,0.0,0.0,0.0,0.0,0.0,1.2938784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.190615,2.971866,1.2938784,1.2938784,0.0,0.0,0.0,2.190615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8262136,1.2938784,0.0,1.2938784,0.0
562,0.0,0.0,1.3065041,0.0,0.0,3.5061243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2060432,0.0,0.0,0.0,0.0,1.3065041,0.0,0.0,1.8541832,0.0,0.0,0.0,0.0,0.0,1.3065041,0.0,0.0,0.0,2.2060432,2.4658053,1.3065041,0.0,0.0,0.0,1.3065041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8541832,0.0,1.3065041,1.8541832,0.0,0.0,3.9015346,0.0
563,0.0,0.0,0.0,0.0,0.0,2.1750176,0.0,0.0,0.0,0.0,1.2811506,0.0,1.2811506,0.0,0.0,0.0,0.0,1.2811506,0.0,0.0,0.0,0.0,0.0,0.0,1.2811506,0.0,0.0,0.0,0.0,0.0,1.2811506,1.2811506,0.0,2.1750176,1.2811506,0.0,0.0,0.0,0.0,0.0,1.824801,1.2811506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2811506,0.0,0.0,3.194871,0.0
564,0.0,0.0,0.0,0.0,0.0,1.1563071,1.1563071,1.6782827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1563071,1.1563071,1.1563071,0.0,1.1563071,1.1563071,1.1563071,1.1563071,0.0,0.0,1.6782827,0.0,1.1563071,1.1563071,2.0194957,2.2734342,0.0,1.1563071,0.0,0.0,0.0,1.6782827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1563071,1.1563071,0.0,1.6782827,0.0
565,0.0,0.0,1.6804118,0.0,0.0,1.1581016,0.0,0.0,1.1581016,0.0,0.0,0.0,0.0,0.0,1.1581016,0.0,0.0,0.0,1.1581016,0.0,1.1581016,0.0,1.1581016,1.1581016,0.0,0.0,0.0,0.0,0.0,1.1581016,0.0,0.0,2.021766,2.021766,0.0,0.0,0.0,2.4781685,0.0,0.0,0.0,0.0,1.1581016,0.0,0.0,0.0,0.0,0.0,0.0,1.1581016,0.0,0.0,1.6804118,0.0,0.0,2.2757823,0.0
566,0.0,0.0,1.0958202,0.0,0.0,1.0958202,0.0,1.0958202,1.0958202,0.0,0.0,1.0958202,1.0958202,1.0958202,0.0,0.0,0.0,1.0958202,1.0958202,1.0958202,0.0,1.0958202,0.0,0.0,0.0,0.0,0.0,0.0,1.0958202,1.0958202,0.0,0.0,1.0958202,1.6060864,1.0958202,0.0,0.0,0.0,1.0958202,1.0958202,1.0958202,0.0,0.0,0.0,1.0958202,0.0,0.0,1.0958202,0.0,0.0,0.0,0.0,1.6060864,2.1935,0.0,2.5610812,1.0958202
567,1.2032733,0.0,1.2032733,0.0,0.0,1.2032733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2032733,0.0,1.2032733,0.0,0.0,0.0,0.0,1.2032733,0.0,0.0,3.190889,2.3344722,0.0,0.0,0.0,1.2032733,1.2032733,2.8516896,1.2032733,0.0,0.0,2.3344722,0.0,0.0,0.0,1.2032733,0.0,2.078567,0.0,0.0,0.0,1.2032733,1.2032733,2.7071173,0.0
568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2738715,0.0,1.2738715,0.0,1.2738715,0.0,0.0,0.0,0.0,0.0,1.2738715,1.2738715,0.0,0.0,0.0,0.0,1.2738715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2864094,2.1660774,1.2738715,0.0,1.2738715,2.6299682,0.0,0.0,1.2738715,0.0,0.0,0.0,0.0,0.0,0.0,1.2738715,0.0,0.0,0.0,0.0,2.4246843,1.2738715,0.0,3.5401082,0.0
569,0.0,0.0,0.0,0.0,0.0,1.138984,0.0,1.138984,0.0,0.0,1.138984,1.138984,1.138984,0.0,0.0,0.0,0.0,0.0,1.657692,1.138984,0.0,0.0,0.0,1.657692,0.0,0.0,0.0,0.0,0.0,1.138984,0.0,0.0,1.9975234,1.657692,0.0,0.0,1.138984,0.0,0.0,1.138984,1.138984,0.0,0.0,0.0,0.0,0.0,0.0,1.138984,1.138984,0.0,0.0,1.138984,1.138984,0.0,0.0,2.6204247,0.0
570,0.0,0.0,0.0,0.0,0.0,0.0,1.1298262,0.0,1.1298262,1.1298262,0.0,1.1298262,0.0,0.0,0.0,0.0,1.1298262,0.0,1.1298262,1.1298262,1.1298262,0.0,0.0,0.0,1.1298262,0.0,0.0,1.6467793,0.0,0.0,0.0,0.0,1.1298262,1.9858662,0.0,0.0,0.0,0.0,0.0,1.1298262,0.0,1.1298262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1298262,0.0,1.1298262,1.6467793,0.0,0.0,2.2386303,0.0
571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0851946,0.0,0.0,1.0851946,0.0,1.0851946,0.0,0.0,0.0,0.0,1.0851946,0.0,0.0,2.3795533,0.0,0.0,0.0,1.0851946,0.0,0.0,0.0,2.6892145,2.8142178,0.0,1.0851946,1.0851946,1.0851946,1.0851946,1.5933149,1.0851946,0.0,0.0,1.0851946,0.0,0.0,0.0,0.0,0.0,1.0851946,0.0,0.0,1.0851946,0.0,0.0,2.3795533,0.0
572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2967672,0.0,0.0,0.0,1.2967672,0.0,0.0,0.0,0.0,0.0,2.4535723,2.9756408,2.194149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.659369,1.8429132,1.2967672,0.0,0.0,1.2967672,0.0,0.0,0.0,0.0,0.0,1.2967672,0.0,0.0,0.0,0.0,0.0,1.2967672,0.0,0.0,0.0,0.0,0.0,2.4535723,0.0
573,0.0,0.0,0.0,0.0,0.0,1.2915777,0.0,0.0,0.0,0.0,2.1877987,1.2915777,0.0,2.1877987,0.0,1.2915777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.968857,1.8368993,0.0,0.0,0.0,0.0,0.0,1.2915777,1.2915777,0.0,0.0,0.0,0.0,0.0,0.0,1.2915777,1.2915777,0.0,0.0,0.0,0.0,1.2915777,0.0,3.7662191,0.0
574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7982471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7982471,0.0,0.0,0.0,2.6098957,1.2583264,1.7982471,0.0,0.0,1.7982471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7982471,0.0,0.0,0.0,0.0,0.0,1.7982471,2.4049706,1.7982471,1.7982471,3.2655785,0.0
575,1.1533298,1.1533298,0.0,0.0,0.0,1.1533298,0.0,0.0,0.0,2.0157268,2.0157268,1.1533298,0.0,0.0,1.1533298,0.0,0.0,1.1533298,1.1533298,0.0,0.0,1.6747487,1.1533298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4717906,1.1533298,2.0157268,1.1533298,0.0,0.0,0.0,0.0,1.1533298,0.0,0.0,1.1533298,0.0,0.0,0.0,0.0,0.0,1.1533298,0.0,0.0,2.0157268,0.0,0.0,2.4717906,0.0
576,0.0,0.0,0.0,0.0,0.0,1.7516617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2184929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7516617,0.0,0.0,0.0,2.872129,3.1107907,0.0,0.0,0.0,0.0,0.0,1.7516617,1.2184929,0.0,0.0,0.0,0.0,0.0,0.0,1.2184929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5580359,0.0
577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8377872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.448004,3.0969558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8377872,0.0,0.0,3.2097056,0.0
578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3080775,0.0,0.0,0.0,0.0,0.0,1.8560028,0.0,0.0,0.0,1.3080775,0.0,3.1176155,0.0,0.0,0.0,3.2304683,2.207963,1.3080775,0.0,0.0,0.0,0.0,0.0,1.3080775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.207963,0.0,0.0,0.0,1.8560028,0.0,0.0,2.6738229,0.0
579,0.0,0.0,0.0,1.1342416,0.0,1.6520431,0.0,0.0,0.0,0.0,1.1342416,0.0,0.0,0.0,1.1342416,1.1342416,0.0,0.0,1.6520431,1.1342416,0.0,0.0,1.6520431,0.0,1.1342416,0.0,0.0,0.0,0.0,1.6520431,0.0,0.0,1.9914904,2.2444537,2.2444537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6139512,0.0,0.0,2.8831522,0.0
580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4660518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8544104,0.0,1.3067005,0.0,0.0,0.0,1.3067005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3067005,2.9885948,1.3067005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3067005,1.8544104,0.0,0.0,0.0,0.0,0.0,2.6720657,0.0
581,0.0,0.0,1.6238319,0.0,0.0,1.1106216,0.0,1.6238319,1.1106216,0.0,0.0,1.1106216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1106216,1.1106216,0.0,0.0,0.0,1.1106216,0.0,0.0,0.0,1.1106216,0.0,2.850126,1.6238319,0.0,1.1106216,0.0,0.0,0.0,1.1106216,0.0,1.1106216,0.0,0.0,0.0,0.0,0.0,0.0,1.1106216,1.6238319,1.1106216,0.0,0.0,1.1106216,0.0,2.961462,0.0
582,0.0,0.0,0.0,0.0,0.0,1.804158,0.0,0.0,1.2633996,0.0,0.0,1.2633996,0.0,1.2633996,0.0,0.0,1.2633996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2633996,2.1531892,0.0,0.0,0.0,0.0,0.0,0.0,1.2633996,1.2633996,0.0,1.2633996,0.0,0.0,0.0,1.2633996,0.0,2.1531892,1.2633996,0.0,0.0,0.0,1.804158,1.2633996,0.0
583,0.0,0.0,0.0,0.0,1.7391728,1.2078601,0.0,0.0,1.2078601,0.0,1.7391728,0.0,0.0,0.0,1.2078601,0.0,1.2078601,0.0,0.0,0.0,0.0,1.2078601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5440857,2.340388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7391728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2078601,2.0842984,0.0,2.0842984,0.0,0.0,2.71323,0.0
584,0.0,1.297927,0.0,0.0,1.297927,2.1955671,0.0,0.0,0.0,0.0,0.0,0.0,1.297927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8442564,2.6608531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1955671,0.0,0.0,1.8442564,0.0
585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2811506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.824801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1750176,2.1750176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2811506,0.0,0.0,0.0,0.0,1.2811506,0.0,0.0,2.8096848,0.0
586,0.0,0.0,0.0,0.0,0.0,1.2809627,0.0,0.0,2.6390944,0.0,1.2809627,1.2809627,0.0,0.0,0.0,0.0,1.2809627,1.2809627,0.0,0.0,1.2809627,0.0,1.2809627,0.0,1.2809627,0.0,0.0,0.0,0.0,0.0,0.0,2.4336498,2.6390944,2.6390944,1.2809627,0.0,0.0,0.0,0.0,1.2809627,1.8245828,1.2809627,0.0,0.0,0.0,0.0,0.0,1.2809627,0.0,0.0,0.0,0.0,1.2809627,0.0,0.0,2.9549482,0.0
587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2690706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2690706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1601725,2.4186046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2690706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8107594,0.0,0.0,2.4186046,0.0
588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2768464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8198011,0.0,0.0,0.0,0.0,0.0,1.2768464,0.0,1.2768464,0.0,0.0,0.0,0.0,0.0,1.2768464,0.0,0.0,1.2768464,0.0,0.0,0.0,0.0,0.0,2.633799,0.0
589,0.0,0.0,0.0,0.0,0.0,1.2283119,0.0,0.0,1.7631744,0.0,0.0,0.0,0.0,1.2283119,0.0,0.0,0.0,0.0,0.0,1.2283119,0.0,0.0,1.2283119,1.7631744,1.2283119,1.7631744,0.0,0.0,0.0,1.2283119,0.0,0.0,2.1097739,1.7631744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7631744,0.0,1.2283119,0.0,0.0,1.2283119,2.7403724,0.0,0.0,3.0117862,0.0
590,0.0,0.0,0.0,0.0,0.0,1.7785492,0.0,1.2414507,0.0,0.0,1.2414507,0.0,1.2414507,0.0,1.2414507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1260734,2.902762,0.0,0.0,0.0,0.0,0.0,0.0,1.2414507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7785492,0.0,0.0,1.7785492,1.2414507,0.0,1.7785492,0.0
591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2824671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1766331,0.0,0.0,0.0,0.0,0.0,1.2824671,1.2824671,0.0,0.0,3.083935,2.4355497,0.0,0.0,0.0,0.0,0.0,0.0,1.2824671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2824671,0.0,0.0,0.0,2.1766331,0.0,0.0,1.8263296,0.0
592,0.0,0.0,0.0,0.0,0.0,1.8539562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2058036,0.0,2.842295,1.3063078,1.3063078,0.0,0.0,0.0,0.0,1.3063078,0.0,0.0,0.0,0.0,1.3063078,1.3063078,0.0,0.0,0.0,0.0,0.0,0.0,2.2058036,0.0,0.0,3.5835938,0.0
593,0.0,0.0,2.270898,0.0,0.0,2.270898,0.0,0.0,1.1543701,0.0,0.0,0.0,1.1543701,0.0,1.1543701,0.0,0.0,0.0,0.0,0.0,1.1543701,0.0,1.1543701,0.0,0.0,0.0,0.0,0.0,0.0,1.6759837,0.0,0.0,1.6759837,2.4731817,1.1543701,1.1543701,0.0,0.0,0.0,0.0,0.0,0.0,1.1543701,0.0,0.0,0.0,0.0,0.0,0.0,1.1543701,0.0,0.0,2.270898,0.0,1.6759837,1.6759837,0.0
594,0.0,0.0,1.121108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.121108,0.0,1.6363728,0.0,0.0,1.121108,1.121108,1.6363728,0.0,1.121108,1.121108,0.0,0.0,0.0,0.0,2.4284475,1.9747415,1.6363728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6363728,0.0,0.0,1.121108,0.0,0.0,1.121108,0.0,0.0,1.121108,0.0,0.0,1.9747415,1.6363728
595,1.2919605,0.0,0.0,0.0,0.0,2.1882675,0.0,0.0,2.1882675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2919605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8373431,2.4475217,1.2919605,0.0,0.0,0.0,0.0,1.2919605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4475217,0.0,0.0,2.969358,0.0
596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2852985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2852985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8296161,2.8150783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8296161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4391234,1.2852985,0.0,2.4391234,1.2852985
597,0.0,0.0,1.6484729,1.1312463,0.0,0.0,0.0,0.0,1.1312463,0.0,1.1312463,1.9876759,0.0,0.0,0.0,0.0,0.0,0.0,1.1312463,0.0,0.0,0.0,0.0,0.0,1.9876759,0.0,0.0,0.0,0.0,1.1312463,0.0,0.0,1.9876759,1.9876759,0.0,1.1312463,0.0,0.0,0.0,1.1312463,1.1312463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6484729,0.0,0.0,2.2405043,0.0
598,0.0,0.0,0.0,0.0,1.1073548,2.2088642,1.1073548,0.0,1.1073548,1.1073548,1.1073548,0.0,0.0,0.0,0.0,0.0,0.0,1.1073548,1.1073548,0.0,1.1073548,0.0,1.1073548,0.0,0.0,0.0,0.0,1.1073548,0.0,0.0,1.1073548,0.0,3.5680618,2.7202685,0.0,1.1073548,0.0,0.0,0.0,1.1073548,0.0,0.0,0.0,1.1073548,0.0,1.1073548,1.1073548,0.0,1.1073548,1.1073548,1.1073548,0.0,1.1073548,1.1073548,0.0,3.773983,0.0
