,Rbm25,Rnf125,Ptp4a2,Rab8a,Nudc,Ftl1,F8,BC048546,Ttc39c,Mapk1,Pdia6,Echdc1,Slc6a6,Gstm3,Gnb1,Pdha1,Srpr,Ddx3y,Ssr4,Gm26567,H2-Ab1,Cops4,Prdx5,Ulk2,Rxra,Eif2s2,Uhmk1,Ankrd17,9530068E07Rik,Gnai2,Cep85,Clcn3,Cyp1a2,Phyh,Gsta4,Hint2,Hjurp,Abca8b,Rps6,Pdia3,Csad,Bgn,Dock7,Klc4,Cyp2c38,2900026A02Rik,Tmbim1,Fau,Fermt2,Dcn,H2-Eb1,Mfn1,Ugt2b1,Ubl3,Ik,Mup17,Cul4a
30,0.0,0.0,1.1089855,0.0,1.1089855,0.0,0.0,1.1089855,1.1089855,0.0,0.0,1.1089855,0.0,1.1089855,0.0,0.0,1.1089855,0.0,1.1089855,1.1089855,0.0,0.0,1.1089855,0.0,0.0,1.1089855,0.0,0.0,0.0,0.0,0.0,1.1089855,2.412014,2.412014,0.0,0.0,0.0,1.1089855,0.0,1.1089855,0.0,0.0,1.1089855,0.0,1.6218729,0.0,0.0,0.0,0.0,0.0,0.0,1.6218729,2.579284,0.0,0.0,3.0593085,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9044806,0.0,0.0,0.0,1.9044806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3501383,2.898547,0.0,0.0,0.0,0.0,1.9044806,0.0,1.9044806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3501383,0.0,0.0,1.9044806,0.0
32,0.0,0.0,0.0,0.0,0.0,1.2646751,0.0,0.0,0.0,0.0,0.0,0.0,1.2646751,0.0,1.2646751,0.0,0.0,1.2646751,1.8056433,0.0,0.0,0.0,1.2646751,0.0,0.0,0.0,1.2646751,0.0,1.2646751,1.2646751,0.0,0.0,1.2646751,3.2740993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2646751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.933516,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7948914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7948914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7948914,1.2554481,0.0,0.0,0.0,0.0,2.143382,0.0,1.7948914,0.0,0.0,0.0,0.0,0.0,0.0,2.143382,0.0,0.0,0.0,0.0,1.7948914,0.0,0.0,2.4013114,0.0
34,0.0,0.0,1.1560085,0.0,0.0,0.0,0.0,0.0,1.1560085,0.0,0.0,0.0,1.6779284,2.0191178,1.1560085,0.0,1.1560085,0.0,0.0,0.0,0.0,1.1560085,0.0,0.0,1.1560085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6779284,1.6779284,0.0,0.0,0.0,0.0,1.1560085,2.2730434,0.0,1.1560085,0.0,0.0,1.1560085,0.0,0.0,0.0,0.0,1.6779284,0.0,2.0191178,1.6779284,0.0,0.0,2.6435726,0.0
35,0.0,1.0788757,0.0,0.0,0.0,2.370884,0.0,0.0,0.0,1.5857068,1.0788757,1.0788757,1.0788757,1.0788757,1.0788757,0.0,1.0788757,1.0788757,0.0,1.0788757,0.0,0.0,0.0,0.0,0.0,1.0788757,0.0,0.0,0.0,0.0,0.0,0.0,1.0788757,2.370884,0.0,0.0,0.0,0.0,0.0,1.5857068,1.0788757,1.0788757,0.0,0.0,0.0,1.5857068,0.0,1.5857068,0.0,1.0788757,0.0,1.0788757,1.5857068,1.0788757,0.0,1.0788757,0.0
36,0.0,1.1286929,0.0,1.9844215,0.0,1.1286929,0.0,0.0,0.0,0.0,0.0,0.0,1.1286929,0.0,0.0,1.1286929,1.1286929,0.0,1.9844215,0.0,0.0,0.0,1.1286929,0.0,1.6454275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9844215,2.4386938,1.9844215,0.0,0.0,0.0,0.0,1.1286929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1286929,1.1286929,0.0,0.0,1.1286929,1.1286929,0.0,0.0,1.1286929,0.0
37,0.0,0.0,1.6807673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.022145,0.0,1.1584011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1584011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1584011,0.0,1.1584011,2.022145,1.1584011,0.0,1.1584011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1584011,0.0,1.1584011,0.0,1.1584011,0.0,0.0,1.6807673,0.0,0.0,2.6468146,0.0
38,0.0,0.0,0.0,0.0,0.0,1.6813009,0.0,0.0,0.0,0.0,1.6813009,1.158851,0.0,0.0,0.0,0.0,1.158851,0.0,1.158851,0.0,0.0,0.0,1.6813009,0.0,0.0,0.0,0.0,0.0,1.158851,0.0,0.0,0.0,1.158851,1.6813009,1.158851,0.0,0.0,0.0,0.0,2.022714,1.158851,0.0,0.0,0.0,0.0,1.158851,0.0,0.0,0.0,0.0,0.0,0.0,1.6813009,0.0,0.0,2.022714,0.0
39,0.0,1.1022253,0.0,0.0,0.0,0.0,1.1022253,0.0,1.1022253,1.1022253,0.0,0.0,0.0,0.0,0.0,0.0,1.1022253,0.0,0.0,0.0,0.0,1.1022253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1022253,2.202039,2.202039,0.0,0.0,1.6137719,0.0,0.0,0.0,1.1022253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1022253,1.6137719,0.0,1.1022253,2.7131047,1.1022253
40,0.0,0.0,0.0,0.0,1.1774794,2.3010566,0.0,0.0,0.0,1.1774794,1.7033587,1.7033587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0462136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6725674,2.503966,0.0,0.0,0.0,0.0,0.0,1.1774794,0.0,0.0,1.1774794,1.1774794,0.0,0.0,1.1774794,1.1774794,0.0,0.0,0.0,0.0,1.1774794,0.0,0.0,3.0547383,0.0
41,0.0,0.0,1.2369204,0.0,1.2369204,1.2369204,0.0,0.0,1.7732518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2369204,1.2369204,0.0,1.2369204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7732518,1.7732518,1.2369204,1.7732518,1.2369204,0.0,0.0,1.2369204,0.0,0.0,0.0,1.2369204,0.0,0.0,0.0,0.0,0.0,1.2369204,0.0,1.2369204,1.7732518,0.0,0.0,2.5821042,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8514625,0.0,2.2031724,1.3041521,0.0,0.0,0.0,0.0,0.0,0.0,1.3041521,2.4628532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83951,0.0,1.3041521,0.0,0.0,0.0,0.0,1.3041521,0.0
43,0.0,0.0,0.0,0.0,0.0,1.1284099,0.0,0.0,1.1284099,0.0,1.64509,1.1284099,0.0,0.0,1.1284099,0.0,1.1284099,0.0,1.64509,0.0,1.1284099,0.0,0.0,0.0,1.1284099,0.0,0.0,1.1284099,1.1284099,0.0,0.0,0.0,0.0,2.8750272,0.0,0.0,0.0,0.0,1.1284099,0.0,0.0,1.1284099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1284099,0.0,2.9865222,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2798371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2798371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2798371,0.0,0.0,1.2798371,0.0,0.0,0.0,2.1734056,2.1734056,0.0,0.0,0.0,0.0,2.6376472,1.2798371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4322278,0.0,0.0,1.8232756,0.0,0.0,1.2798371,0.0
45,0.0,0.0,1.9426601,1.0960853,0.0,1.0960853,0.0,0.0,1.0960853,0.0,1.6064048,0.0,0.0,1.0960853,0.0,0.0,0.0,0.0,0.0,1.0960853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0960853,1.0960853,0.0,0.0,0.0,2.7045107,2.1938539,0.0,0.0,1.0960853,0.0,0.0,1.6064048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0960853,0.0,0.0,1.9426601,0.0,0.0,3.2921848,0.0
46,0.0,1.1134975,0.0,0.0,0.0,1.1134975,1.1134975,0.0,0.0,0.0,0.0,0.0,0.0,1.1134975,0.0,0.0,1.6272738,0.0,1.1134975,0.0,0.0,0.0,0.0,0.0,0.0,1.1134975,0.0,0.0,2.217023,0.0,1.1134975,0.0,0.0,1.9650079,0.0,1.6272738,0.0,0.0,0.0,1.1134975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1134975,0.0,1.1134975,1.1134975,2.418139,0.0
47,1.1104851,0.0,0.0,0.0,0.0,1.1104851,0.0,0.0,1.1104851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1104851,0.0,1.1104851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.213024,2.213024,0.0,0.0,1.1104851,0.0,0.0,1.1104851,0.0,0.0,1.1104851,0.0,0.0,1.1104851,0.0,0.0,0.0,0.0,0.0,1.6236684,1.1104851,0.0,1.1104851,2.5813513,0.0
48,0.0,0.0,1.1014202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1014202,1.1014202,0.0,1.1014202,1.1014202,0.0,0.0,0.0,0.0,1.1014202,0.0,0.0,0.0,1.1014202,1.1014202,0.0,0.0,1.1014202,0.0,0.0,0.0,0.0,2.4017222,1.9495188,0.0,0.0,1.1014202,0.0,0.0,0.0,0.0,1.9495188,0.0,1.1014202,1.1014202,1.1014202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8542671,1.1014202
